country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
Panama,1980,35.7,71.72,3.88,1978575,6191729852,Americas,Central America
Paraguay,1980,49.4,71.73,5.22,3180628,4509372596,Americas,South America
Peru,1980,82.4,62.59,5.01,17359118,39092384026,Americas,South America
Puerto Rico,1980,NA,73.47,2.61,3187704,28925715107,Americas,Caribbean
St. Lucia,1980,26.7,68.15,4.7,117984,267518285.4,Americas,Caribbean
St. Vincent and the Grenadines,1980,45.2,67.19,3.99,100506,162531133.1,Americas,Caribbean
Suriname,1980,40,67.71,3.92,362777,927624939,Americas,South America
Trinidad and Tobago,1980,34.3,67.89,3.28,1085308,7490962395,Americas,Caribbean
United States,1980,12.6,73.93,1.82,229588208,5142219940671,Americas,Northern America
Uruguay,1980,35.5,70.6,2.72,2915775,16377160977,Americas,South America
Venezuela,1980,35.2,69.3,4.2,15343917,87831090370,Americas,South America
Antigua and Barbuda,1981,NA,70.9,2.1,69750,339105677.8,Americas,Caribbean
Argentina,1981,34.7,70.51,3.27,28543366,200058275576,Americas,South America
Aruba,1981,NA,72.54,2.38,60567,NA,Americas,Caribbean
Bahamas,1981,24.8,66.95,2.99,215404,3432331448,Americas,Caribbean
Barbados,1981,22.6,70.25,1.96,253080,1893271873,Americas,Caribbean
Belize,1981,49,70.13,5.68,147566,292894848,Americas,Central America
Bolivia,1981,109.7,55.04,5.42,5711598,5748494409,Americas,South America
Brazil,1981,72.7,64.18,3.97,125107382,411470658991,Americas,South America
Canada,1981,9.7,75.46,1.65,24768525,426397324574,Americas,Northern America
Chile,1981,25.6,69.36,2.66,11400489,29274115494,Americas,South America
Colombia,1981,42,68.67,3.87,28375995,55511957161,Americas,South America
Costa Rica,1981,19.3,73.73,3.58,2454127,7304006551,Americas,Central America
Cuba,1981,16.5,74.05,1.84,9884219,28318262074,Americas,Caribbean
Dominican Republic,1981,62,66.6,4.3,5943591,10984885967,Americas,Caribbean
Ecuador,1981,65.3,65.49,4.62,8183194,11248627501,Americas,South America
El Salvador,1981,74.8,58.13,5,4652058,7794215003,Americas,Central America
Greenland,1981,NA,62.71,2.33,50587,820332649.3,Americas,Northern America
Grenada,1981,NA,67.86,4.24,90575,203525381,Americas,Caribbean
Guatemala,1981,84.7,59.6,6.15,7310397,11890837106,Americas,Central America
Guyana,1981,52.8,62.5,3.36,787728,633082750.2,Americas,South America
Haiti,1981,126.2,50.94,6.12,5818673,NA,Americas,Caribbean
Honduras,1981,66.3,63.36,6.19,3750843,4150042145,Americas,Central America
Jamaica,1981,32.1,74.1,3.64,2175634,5954043657,Americas,Caribbean
Mexico,1981,53.7,67.58,4.51,70950741,375878167054,Americas,Central America
Nicaragua,1981,73.7,66.38,6.02,3342666,3406878861,Americas,Central America
Panama,1981,34.6,72.1,3.78,2026057,6761790602,Americas,Central America
Paraguay,1981,48.3,71.97,5.21,3271454,4894303894,Americas,South America
Peru,1981,80.7,63.25,4.87,17792551,41899446419,Americas,South America
Puerto Rico,1981,NA,73.56,2.55,3230497,29235296891,Americas,Caribbean
St. Lucia,1981,25.8,68.6,4.51,119593,276908780.7,Americas,Caribbean
St. Vincent and the Grenadines,1981,41.5,67.52,3.83,101378,172493388.2,Americas,Caribbean
Suriname,1981,NA,68.02,3.82,363309,928794914.7,Americas,South America
Trinidad and Tobago,1981,33.3,68.03,3.28,1102562,7833839692,Americas,Caribbean
United States,1981,12.1,74.36,1.81,231765783,5272895704466,Americas,Northern America
Uruguay,1981,32,70.89,2.67,2935036,16632572597,Americas,South America
Venezuela,1981,33.9,69.57,4.1,15761800,87512429635,Americas,South America
Antigua and Barbuda,1982,NA,71.22,2.1,68950,339673005.3,Americas,Caribbean
Argentina,1982,32.8,70.78,3.21,28993989,190141029715,Americas,South America
Aruba,1982,NA,72.75,2.36,61344,NA,Americas,Caribbean
Bahamas,1982,24.3,67.12,2.99,220275,3662259850,Americas,Caribbean
Barbados,1982,21.6,70.58,1.92,253836,1798435850,Americas,Caribbean
Belize,1982,47.3,70.47,5.51,151498,292065504,Americas,Central America
Bolivia,1982,107.2,55.87,5.34,5835186,5522076279,Americas,South America
Brazil,1982,69.7,64.55,3.85,128054757,413858199197,Americas,South America
Canada,1982,9.2,75.67,1.64,25017501,414206601727,Americas,Northern America
Chile,1982,22.9,69.97,2.65,11569135,26252080505,Americas,South America
Colombia,1982,39.7,69.24,3.74,29027158,56038477150,Americas,South America
Costa Rica,1982,19.2,74.22,3.54,2521163,6771868125,Americas,Central America
Cuba,1982,16.3,74.22,1.83,9925618,30843751163,Americas,Caribbean
Dominican Republic,1982,60,67.11,4.19,6078816,11171487180,Americas,Caribbean
Ecuador,1982,62.5,66.17,4.51,8392935,11184595465,Americas,South America
El Salvador,1982,70.8,58.53,4.87,4722272,7302727945,Americas,Central America
Greenland,1982,NA,62.8,2.24,51158,784076724.6,Americas,Northern America
Grenada,1982,NA,68.1,4.24,93091,213549930.3,Americas,Caribbean
Guatemala,1982,81.8,60.1,6.11,7508161,11471079977,Americas,Central America
Guyana,1982,52.4,62.67,3.1,785466,549578284.2,Americas,South America
Haiti,1982,123,51.29,6.15,5955265,NA,Americas,Caribbean
Honduras,1982,63.5,64.24,6.06,3868296,4092306081,Americas,Central America
Jamaica,1982,31.3,74.34,3.56,2212400,6077246612,Americas,Caribbean
Mexico,1982,51.4,68.05,4.33,72547995,373518018233,Americas,Central America
Nicaragua,1982,69.9,66.95,5.89,3435527,3379066399,Americas,Central America
Panama,1982,33.4,72.47,3.67,2073826,7123442045,Americas,Central America
Paraguay,1982,47,72.19,5.19,3366726,4712404603,Americas,South America
Peru,1982,78.7,63.9,4.73,18225727,41648049740,Americas,South America
Puerto Rico,1982,NA,73.65,2.49,3269287,28344395984,Americas,Caribbean
St. Lucia,1982,24.9,68.99,4.33,121150,246942772,Americas,Caribbean
St. Vincent and the Grenadines,1982,37.7,67.84,3.69,102202,180767949.9,Americas,Caribbean
Suriname,1982,59.1,68.31,3.71,363993,911722852.1,Americas,South America
Trinidad and Tobago,1982,32.3,68.16,3.26,1120610,8150005669,Americas,Caribbean
United States,1982,11.7,74.65,1.81,233953874,5168479293070,Americas,Northern America
Uruguay,1982,29.4,71.17,2.61,2954281,15009587544,Americas,South America
Venezuela,1982,32.7,69.85,4.01,16185895,85700041807,Americas,South America
Antigua and Barbuda,1983,NA,71.52,2.1,67958,355564228.8,Americas,Caribbean
Argentina,1983,31.3,71.04,3.16,29454739,197509229313,Americas,South America
Aruba,1983,NA,72.93,2.35,62204,NA,Americas,Caribbean
Bahamas,1983,24,67.31,2.97,225185,3793993217,Americas,Caribbean
Barbados,1983,20.8,70.91,1.89,254515,1801668965,Americas,Caribbean
Belize,1983,45.6,70.8,5.34,155820,285914560,Americas,Central America
Bolivia,1983,104.7,56.67,5.26,5959962,5298867252,Americas,South America
Brazil,1983,66.7,64.94,3.72,131014337,399746489304,Americas,South America
Canada,1983,8.7,76.04,1.62,25272656,425463934275,Americas,Northern America
Chile,1983,20.8,70.51,2.65,11742057,25258026490,Americas,South America
Colombia,1983,37.6,69.72,3.63,29687096,56926337503,Americas,South America
Costa Rica,1983,19.1,74.66,3.52,2589932,6965746215,Americas,Central America
Cuba,1983,16.1,74.36,1.83,9966733,32512851711,Americas,Caribbean
Dominican Republic,1983,58.2,67.63,4.08,6214857,11688497606,Americas,Caribbean
Ecuador,1983,59.7,66.85,4.4,8606214,10901454002,Americas,South America
El Salvador,1983,66.9,59.19,4.74,4789472,7414825706,Americas,Central America
Greenland,1983,NA,62.89,2.05,51834,811183958,Americas,Northern America
Grenada,1983,NA,68.35,4.25,95981,219798608.9,Americas,Caribbean
Guatemala,1983,78.9,60.62,6.05,7710142,11176033300,Americas,Central America
Guyana,1983,51.9,62.85,2.88,780367,512248801.7,Americas,South America
Haiti,1983,120,51.64,6.15,6096690,NA,Americas,Caribbean
Honduras,1983,60.8,65.12,5.93,3988371,4054478752,Americas,Central America
Jamaica,1983,30.5,74.55,3.48,2249890,6193266014,Americas,Caribbean
Mexico,1983,49.2,68.52,4.17,74133377,357844094429,Americas,Central America
Nicaragua,1983,66.6,67.56,5.75,3527935,3534949883,Americas,Central America
Panama,1983,32.3,72.8,3.58,2121921,6803502364,Americas,Central America
Paraguay,1983,45.7,72.41,5.15,3465796,4569856276,Americas,South America
Peru,1983,76.3,64.55,4.6,18660443,36733579871,Americas,South America
Puerto Rico,1983,NA,73.76,2.44,3304717,28476543421,Americas,Caribbean
St. Lucia,1983,24,69.29,4.16,122738,257440039.1,Americas,Caribbean
St. Vincent and the Grenadines,1983,34.2,68.15,3.56,102985,188720276.3,Americas,Caribbean
Suriname,1983,48.1,68.57,3.59,365242,884191580.2,Americas,South America
Trinidad and Tobago,1983,31.4,68.28,3.22,1138673,7399928179,Americas,Caribbean
United States,1983,11.2,74.71,1.78,236161961,5401885901722,Americas,Northern America
Uruguay,1983,27.6,71.46,2.57,2973461,13467442600,Americas,South America
Venezuela,1983,31.5,70.17,3.93,16617343,82473592071,Americas,South America
Antigua and Barbuda,1984,NA,71.82,2.1,66863,390244613.4,Americas,Caribbean
Argentina,1984,30.1,71.26,3.12,29920907,201877686114,Americas,South America
Aruba,1984,NA,73.07,2.34,62831,NA,Americas,Caribbean
Bahamas,1984,23.7,67.5,2.92,230016,4331645714,Americas,Caribbean
Barbados,1984,20.1,71.23,1.86,255195,1862234629,Americas,Caribbean
Belize,1984,43.8,71.09,5.17,160342,291512608,Americas,Central America
Bolivia,1984,102.1,57.47,5.19,6085499,5288233917,Americas,South America
Brazil,1984,64,65.34,3.59,133950551,420809704088,Americas,South America
Canada,1984,8.3,76.33,1.62,25546736,450202400113,Americas,Northern America
Chile,1984,19.5,71,2.66,11921407,27271935216,Americas,South America
Colombia,1984,35.7,70.13,3.53,30350082,58836273631,Americas,South America
Costa Rica,1984,18.8,75.04,3.49,2659772,7397741148,Americas,Central America
Cuba,1984,15.7,74.48,1.83,10017061,35091028699,Americas,Caribbean
Dominican Republic,1984,56.4,68.18,3.98,6351572,11834942324,Americas,Caribbean
Ecuador,1984,57.1,67.53,4.31,8823746,11319663104,Americas,South America
El Salvador,1984,63.1,60.11,4.61,4855280,7513958617,Americas,Central America
Greenland,1984,NA,63.05,2.11,52532,769167746.3,Americas,Northern America
Grenada,1984,19.5,68.59,4.24,98440,230315399.6,Americas,Caribbean
Guatemala,1984,76.1,61.16,5.99,7913814,11231544416,Americas,Central America
Guyana,1984,51.4,63.02,2.71,773302,486489152.3,Americas,South America
Haiti,1984,117.1,52.02,6.11,6240330,NA,Americas,Caribbean
Honduras,1984,58.2,66.01,5.8,4111369,4230673875,Americas,Central America
Jamaica,1984,29.7,74.7,3.39,2284118,6097744435,Americas,Caribbean
Mexico,1984,47.3,68.97,4.03,75721210,370762913620,Americas,Central America
Nicaragua,1984,63.6,68.2,5.59,3619252,3479589248,Americas,Central America
Panama,1984,31.1,73.13,3.49,2170390,6987841441,Americas,Central America
Paraguay,1984,44.4,72.64,5.09,3567750,4710487179,Americas,South America
Peru,1984,73.7,65.18,4.48,19099575,38643726024,Americas,South America
Puerto Rico,1984,NA,73.89,2.39,3337890,30560478202,Americas,Caribbean
St. Lucia,1984,23.2,69.53,4.01,124468,317943819.5,Americas,Caribbean
St. Vincent and the Grenadines,1984,31,68.43,3.44,103742,199840425.1,Americas,Caribbean
Suriname,1984,46.9,68.79,3.47,367611,850268218.4,Americas,South America
Trinidad and Tobago,1984,30.5,68.39,3.15,1155701,6974242086,Americas,Caribbean
United States,1984,10.9,74.81,1.79,238404223,5790542060028,Americas,Northern America
Uruguay,1984,26.4,71.72,2.55,2992648,13313561256,Americas,South America
Venezuela,1984,30.5,70.53,3.86,17057786,83662996974,Americas,South America
Antigua and Barbuda,1985,NA,72.13,2.09,65744,421426377.3,Americas,Caribbean
Argentina,1985,29,71.46,3.09,30388781,186561877750,Americas,South America
Aruba,1985,NA,73.18,2.33,63028,NA,Americas,Caribbean
Bahamas,1985,23.4,67.67,2.86,234684,4540828685,Americas,Caribbean
Barbados,1985,19.5,71.54,1.83,255929,1871718231,Americas,Caribbean
Belize,1985,41.9,71.34,5.02,164916,294622624,Americas,Central America
Bolivia,1985,99.5,58.22,5.13,6211549,5199582624,Americas,South America
Brazil,1985,61.4,65.76,3.45,136836428,454246661387,Americas,South America
Canada,1985,8,76.31,1.61,25848173,471722414995,Americas,Northern America
Chile,1985,18.9,71.42,2.66,12108576,29213486581,Americas,South America
Colombia,1985,34.1,70.48,3.43,31011686,60653293472,Americas,South America
Costa Rica,1985,18.2,75.37,3.46,2730231,7474782131,Americas,Central America
Cuba,1985,15,74.57,1.84,10082990,35651318221,Americas,Caribbean
Dominican Republic,1985,54.6,68.75,3.88,6488857,11583741531,Americas,Caribbean
Ecuador,1985,54.6,68.18,4.22,9045977,11649828670,Americas,South America
El Salvador,1985,59.5,61.24,4.49,4920932,7560289381,Americas,Central America
Greenland,1985,NA,63.42,2.24,53189,797291500.9,Americas,Northern America
Grenada,1985,19.4,68.83,4.23,99907,248928265.9,Americas,Caribbean
Guatemala,1985,73.2,61.72,5.91,8117499,11163106241,Americas,Central America
Guyana,1985,50.8,63.21,2.6,765043,498163274.1,Americas,South America
Haiti,1985,114.3,52.42,6.03,6384196,NA,Americas,Caribbean
Honduras,1985,55.8,66.86,5.68,4237436,4407864388,Americas,Central America
Jamaica,1985,29,74.79,3.31,2312337,5918249061,Americas,Caribbean
Mexico,1985,45.5,69.4,3.9,77322643,380378220215,Americas,Central America
Nicaragua,1985,60.9,68.89,5.43,3709091,3337557583,Americas,Central America
Panama,1985,30.1,73.45,3.41,2219276,7333196891,Americas,Central America
Paraguay,1985,43.2,72.87,5.02,3671826,4897781398,Americas,South America
Peru,1985,70.7,65.8,4.36,19544950,39725750353,Americas,South America
Puerto Rico,1985,NA,74,2.34,3369714,31189568233,Americas,Caribbean
St. Lucia,1985,22.2,69.7,3.89,126416,299478529.7,Americas,Caribbean
St. Vincent and the Grenadines,1985,28.1,68.68,3.33,104477,212063867.4,Americas,Caribbean
Suriname,1985,45.9,68.98,3.34,371469,836172405.6,Americas,South America
Trinidad and Tobago,1985,29.8,68.5,3.06,1170935,6686947974,Americas,Caribbean
United States,1985,10.6,74.79,1.84,240691557,6028650512184,Americas,Northern America
Uruguay,1985,25.3,71.97,2.53,3011907,13508809425,Americas,South America
Venezuela,1985,29.6,70.89,3.79,17508059,83824717711,Americas,South America
Antigua and Barbuda,1986,NA,72.42,2.08,64605,475029380.7,Americas,Caribbean
Argentina,1986,28.1,71.66,3.07,30857242,201255080490,Americas,South America
Aruba,1986,NA,73.26,2.32,62644,NA,Americas,Caribbean
Bahamas,1986,22.9,67.86,2.79,239132,4622427375,Americas,Caribbean
Barbados,1986,18.8,71.85,1.81,256738,2048242625,Americas,Caribbean
Belize,1986,39.9,71.51,4.89,169570,308099392,Americas,Central America
Bolivia,1986,96.8,58.96,5.07,6337893,5065751743,Americas,South America
Brazil,1986,59,66.18,3.31,139664639,490533225221,Americas,South America
Canada,1986,7.7,76.46,1.59,26181342,483141789896,Americas,Northern America
Chile,1986,18.6,71.8,2.66,12304203,30848376502,Americas,South America
Colombia,1986,32.7,70.74,3.35,31669780,64194410101,Americas,South America
Costa Rica,1986,17.3,75.66,3.43,2800986,7907194502,Americas,Central America
Cuba,1986,14.1,74.62,1.84,10167998,35685295198,Americas,Caribbean
Dominican Republic,1986,52.9,69.34,3.78,6626544,11991720124,Americas,Caribbean
Ecuador,1986,52.3,68.83,4.13,9272905,12124065290,Americas,South America
El Salvador,1986,56.2,62.54,4.37,4986528,7574608193,Americas,Central America
Greenland,1986,NA,63.81,2.04,53799,853877850.5,Americas,Northern America
Grenada,1986,19.3,69.06,4.2,100146,269463805.5,Americas,Caribbean
Guatemala,1986,70.4,62.28,5.84,8320498,11179075019,Americas,Central America
Guyana,1986,50.2,63.41,2.53,755598,493676804.6,Americas,South America
Haiti,1986,111.5,52.81,5.92,6527545,NA,Americas,Caribbean
Honduras,1986,53.4,67.67,5.55,4366401,4439719001,Americas,Central America
Jamaica,1986,28.3,74.84,3.22,2333427,6029665319,Americas,Caribbean
Mexico,1986,43.8,69.84,3.78,78939441,366099126584,Americas,Central America
Nicaragua,1986,58.6,69.67,5.27,3796914,3303604303,Americas,Central America
Panama,1986,29.1,73.76,3.33,2268619,7594829808,Americas,Central America
Paraguay,1986,41.9,73.11,4.93,3777764,4897781398,Americas,South America
Peru,1986,67.6,66.41,4.25,19996250,43698325388,Americas,South America
Puerto Rico,1986,NA,74.07,2.31,3400048,33736327162,Americas,Caribbean
St. Lucia,1986,21.3,69.83,3.78,128620,344032616.1,Americas,Caribbean
St. Vincent and the Grenadines,1986,25.8,68.92,3.23,105197,226193438.6,Americas,Caribbean
Suriname,1986,44.7,69.15,3.2,376973,808389565.5,Americas,South America
Trinidad and Tobago,1986,29,68.62,2.95,1184053,6467666526,Americas,Caribbean
United States,1986,10.4,74.87,1.84,243032017,6235265484267,Americas,Northern America
Uruguay,1986,24.3,72.2,2.52,3031032,14698909640,Americas,South America
Venezuela,1986,28.6,71.27,3.73,17968530,89281995940,Americas,South America
Antigua and Barbuda,1987,NA,72.7,2.07,63484,514281883.7,Americas,Caribbean
Argentina,1987,27.1,71.84,3.06,31326473,207111589518,Americas,South America
Aruba,1987,NA,73.33,2.31,61835,803532294.7,Americas,Caribbean
Bahamas,1987,22.2,68.02,2.73,243391,4760384593,Americas,Caribbean
Barbados,1987,18.1,72.14,1.78,257609,2069149588,Americas,Caribbean
Belize,1987,37.9,71.6,4.77,174326,342655168,Americas,Central America
Bolivia,1987,94,59.65,5.03,6464736,5190545502,Americas,South America
Brazil,1987,56.8,66.6,3.17,142437479,508190603692,Americas,South America
Canada,1987,7.5,76.76,1.58,26541981,503690868080,Americas,Northern America
Chile,1987,18.4,72.14,2.65,12507488,32882584739,Americas,South America
Colombia,1987,31.5,70.96,3.28,32324326,67642617209,Americas,South America
Costa Rica,1987,16.3,75.9,3.38,2872214,8450848890,Americas,Central America
Cuba,1987,13.3,74.65,1.83,10269276,34828072770,Americas,Caribbean
Dominican Republic,1987,51.3,69.96,3.7,6764623,13204966507,Americas,Caribbean
Ecuador,1987,50.1,69.46,4.04,9504132,11863935403,Americas,South America
El Salvador,1987,53.3,63.91,4.26,5051885,7765002616,Americas,Central America
Greenland,1987,NA,64.22,2.08,54371,900976668.5,Americas,Northern America
Grenada,1987,19.2,69.28,4.15,99381,299508469.6,Americas,Caribbean
Guatemala,1987,67.7,62.86,5.76,8523785,11575259560,Americas,Central America
Guyana,1987,49.4,63.61,2.5,745149,498116916.9,Americas,South America
Haiti,1987,108.8,53.21,5.8,6670566,NA,Americas,Caribbean
Honduras,1987,51.2,68.42,5.44,4497875,4707495771,Americas,Central America
Jamaica,1987,27.5,74.85,3.14,2348572,6503015442,Americas,Caribbean
Mexico,1987,42.1,70.26,3.67,80571067,372893000113,Americas,Central America
Nicaragua,1987,56.5,70.51,5.12,3882940,3280269197,Americas,Central America
Panama,1987,28.1,74.06,3.26,2318444,7457435151,Americas,Central America
Paraguay,1987,40.7,73.36,4.84,3885433,5110005896,Americas,South America
Peru,1987,64.6,66.99,4.14,20451712,47194191419,Americas,South America
Puerto Rico,1987,NA,74.08,2.28,3428846,35395908004,Americas,Caribbean
St. Lucia,1987,20.4,69.93,3.68,131032,350689789.2,Americas,Caribbean
St. Vincent and the Grenadines,1987,23.9,69.14,3.14,105892,236461552.4,Americas,Caribbean
Suriname,1987,43.8,69.29,3.06,383916,699731518.7,Americas,South America
Trinidad and Tobago,1987,28.4,68.74,2.83,1195243,6172490289,Americas,Caribbean
United States,1987,10.2,75.01,1.87,245425409,6432742911428,Americas,Northern America
Uruguay,1987,23.2,72.41,2.52,3049962,15873813654,Americas,South America
Venezuela,1987,27.6,71.63,3.67,18437737,92479764607,Americas,South America
Antigua and Barbuda,1988,NA,72.97,2.06,62538,542165230.6,Americas,Caribbean
Argentina,1988,26.2,72.05,3.04,31795515,201815943168,Americas,South America
Aruba,1988,NA,73.38,2.29,61077,940116014.2,Americas,Caribbean
Bahamas,1988,21.4,68.2,2.68,247576,4870335592,Americas,Caribbean
Barbados,1988,17.3,72.43,1.77,258524,2198471437,Americas,Caribbean
Belize,1988,35.9,71.61,4.67,179025,374308256,Americas,Central America
Bolivia,1988,91.2,60.33,4.99,6592787,5341564705,Americas,South America
Brazil,1988,54.8,67.04,3.04,145150468,507668830626,Americas,South America
Canada,1988,7.2,76.82,1.6,26919036,528746831536,Americas,Northern America
Chile,1988,18,72.47,2.65,12716508,35286696752,Americas,South America
Colombia,1988,30.5,71.14,3.21,32975533,70388786389,Americas,South America
Costa Rica,1988,15.5,76.14,3.32,2944560,8773620017,Americas,Central America
Cuba,1988,12.2,74.67,1.81,10379080,36118640909,Americas,Caribbean
Dominican Republic,1988,49.6,70.58,3.61,6903314,13489660739,Americas,Caribbean
Ecuador,1988,48.1,70.06,3.96,9739179,12856431950,Americas,South America
El Salvador,1988,50.6,65.28,4.15,5117577,7910787275,Americas,Central America
Greenland,1988,NA,64.14,2.32,54879,951463890.6,Americas,Northern America
Grenada,1988,18.9,69.5,4.07,98063,309776248.6,Americas,Caribbean
Guatemala,1988,65,63.45,5.7,8729406,12025813478,Americas,Central America
Guyana,1988,48.6,63.8,2.48,734872,479718803.9,Americas,South America
Haiti,1988,106.1,53.59,5.67,6813344,NA,Americas,Caribbean
Honduras,1988,49.1,69.11,5.34,4631491,4924504391,Americas,Central America
Jamaica,1988,26.8,74.85,3.07,2360159,6761464914,Americas,Caribbean
Mexico,1988,40.5,70.67,3.57,82223153,377537151453,Americas,Central America
Nicaragua,1988,54.5,71.4,4.99,3968453,2871881520,Americas,Central America
Panama,1988,27.2,74.34,3.2,2368772,6459641959,Americas,Central America
Paraguay,1988,39.4,73.62,4.74,3994328,5434734613,Americas,South America
Peru,1988,61.7,67.57,4.04,20909897,43088296766,Americas,South America
Puerto Rico,1988,NA,74.04,2.26,3457232,37698847573,Americas,Caribbean
St. Lucia,1988,19.7,70.03,3.59,133532,393360867.6,Americas,Caribbean
St. Vincent and the Grenadines,1988,22.4,69.34,3.07,106533,271007209.9,Americas,Caribbean
Suriname,1988,42.8,69.43,2.94,391851,758798086.2,Americas,South America
Trinidad and Tobago,1988,27.8,68.87,2.7,1204890,5930636564,Americas,Caribbean
United States,1988,10,75.02,1.92,247865202,6696489717783,Americas,Northern America
Uruguay,1988,22.1,72.61,2.52,3069094,16108894905,Americas,South America
Venezuela,1988,26.6,71.95,3.6,18912431,97863352352,Americas,South America
Antigua and Barbuda,1989,NA,73.24,2.06,61967,573463792,Americas,Caribbean
Argentina,1989,25.3,72.26,3.02,32263559,186687437479,Americas,South America
Aruba,1989,NA,73.43,2.27,61032,1024732208,Americas,Caribbean
Bahamas,1989,20.6,68.35,2.65,251855,5197979060,Americas,Caribbean
Barbados,1989,16.7,72.72,1.75,259454,2309257155,Americas,Caribbean
Belize,1989,34,71.54,4.58,183470,423308352,Americas,Central America
Bolivia,1989,88.4,60.98,4.95,6723046,5544016866,Americas,South America
Brazil,1989,52.8,67.47,2.92,147801816,524317621032,Americas,South America
Canada,1989,7.1,77.09,1.66,27296517,542596841726,Americas,Northern America
Chile,1989,17.1,72.79,2.64,12928491,39013086690,Americas,South America
Colombia,1989,29.7,71.32,3.16,33624442,72794271537,Americas,South America
Costa Rica,1989,14.8,76.37,3.25,3018953,9218062905,Americas,Central America
Cuba,1989,11.4,74.67,1.79,10486110,36364277745,Americas,Caribbean
Dominican Republic,1989,48.1,71.2,3.54,7042940,14083278499,Americas,Caribbean
Ecuador,1989,46.1,70.64,3.86,9977380,12982495147,Americas,South America
El Salvador,1989,48.2,66.55,4.05,5184221,7986904251,Americas,Central America
Greenland,1989,NA,64.22,2.3,55296,1014827049,Americas,Northern America
Grenada,1989,18.5,69.7,3.97,96871,328586015.2,Americas,Caribbean
Guatemala,1989,62.4,64.02,5.64,8940285,12499941930,Americas,Central America
Guyana,1989,47.6,64.01,2.47,726237,455999524.5,Americas,South America
Haiti,1989,103.5,53.95,5.55,6956301,NA,Americas,Caribbean
Honduras,1989,47.1,69.73,5.24,4766802,5137531200,Americas,Central America
Jamaica,1989,26.1,74.83,3.01,2371713,7246485372,Americas,Caribbean
Mexico,1989,38.8,71.09,3.47,83901643,393387268233,Americas,Central America
Nicaragua,1989,52.7,72.35,4.87,4055262,2823128094,Americas,Central America
Panama,1989,26.4,74.62,3.13,2419618,6560557513,Americas,Central America
Paraguay,1989,38.3,73.91,4.64,4103909,5749875374,Americas,South America
Peru,1989,58.9,68.14,3.93,21368856,38046966044,Americas,South America
Puerto Rico,1989,NA,73.93,2.24,3486638,39560680509,Americas,Caribbean
St. Lucia,1989,19.1,70.12,3.5,135954,429014030.7,Americas,Caribbean
St. Vincent and the Grenadines,1989,21.2,69.53,3.01,107081,277763401.6,Americas,Caribbean
Suriname,1989,41.8,69.57,2.82,400133,838092030.7,Americas,South America
Trinidad and Tobago,1989,27.3,68.98,2.57,1213625,5881644247,Americas,Caribbean
United States,1989,9.7,75.1,2,250340795,6935219168138,Americas,Northern America
Uruguay,1989,21.1,72.81,2.52,3088985,16286721165,Americas,South America
Venezuela,1989,25.6,72.24,3.52,19388262,89476578650,Americas,South America
Antigua and Barbuda,1990,24,73.5,2.06,61906,588059029.5,Americas,Caribbean
Argentina,1990,24.4,72.5,2.99,32729740,182208881977,Americas,South America
Aruba,1990,NA,73.47,2.25,62148,1147728451,Americas,Caribbean
Bahamas,1990,19.7,68.5,2.64,256338,5115006358,Americas,Caribbean
Barbados,1990,16,73,1.74,260374,2198255970,Americas,Caribbean
Belize,1990,32.2,71.4,4.51,187552,468300000,Americas,Central America
Bolivia,1990,85.6,61.6,4.91,6856246,5801025729,Americas,South America
Brazil,1990,50.9,67.9,2.81,150393143,501771963327,Americas,South America
Canada,1990,6.8,77.4,1.72,27662440,543644188640,Americas,Northern America
Chile,1990,16,73.1,2.62,13141202,40455626742,Americas,South America
Colombia,1990,28.9,71.5,3.1,34271563,77192529433,Americas,South America
Costa Rica,1990,14.3,76.6,3.18,3095994,9578020684,Americas,Central America
Cuba,1990,10.6,74.7,1.75,10582082,35292053461,Americas,Caribbean
Dominican Republic,1990,46.5,71.8,3.47,7183646,13315132485,Americas,Caribbean
Ecuador,1990,44.2,71.2,3.77,10218085,13330669595,Americas,South America
El Salvador,1990,45.9,67.7,3.95,5252082,8372810075,Americas,Central America
Greenland,1990,NA,64.6,2.44,55603,895894062.2,Americas,Northern America
Grenada,1990,18,69.9,3.84,96286,345669990.4,Americas,Caribbean
Guatemala,1990,59.8,64.6,5.58,9158547,12887760529,Americas,Central America
Guyana,1990,46.6,64.2,2.47,720282,442145871.9,Americas,South America
Haiti,1990,101,54.3,5.43,7099733,NA,Americas,Caribbean
Honduras,1990,45.1,70.3,5.14,4903363,5142508463,Americas,Central America
Jamaica,1990,25.4,74.8,2.95,2385806,7550876535,Americas,Caribbean
Mexico,1990,37.1,71.5,3.38,85609404,413325339981,Americas,Central America
Nicaragua,1990,50.9,73.3,4.75,4144564,2820500756,Americas,Central America
Panama,1990,25.7,74.9,3.08,2471010,7091896590,Americas,Central America
Paraguay,1990,37.1,74.2,4.54,4213740,5927581217,Americas,South America
Peru,1990,56.3,68.7,3.83,21826658,36090118317,Americas,South America
Puerto Rico,1990,NA,73.8,2.22,3517984,41057095700,Americas,Caribbean
St. Lucia,1990,18.7,70.2,3.4,138180,530024926.3,Americas,Caribbean
St. Vincent and the Grenadines,1990,20.3,69.7,2.96,107509,291778284.6,Americas,Caribbean
Suriname,1990,40.7,69.7,2.73,408276,833961022.2,Americas,South America
Trinidad and Tobago,1990,26.9,69.1,2.45,1221904,5970341068,Americas,Caribbean
